-108.0,88.0,88.0,88.0,88.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-108.0,88.0,88.0,88.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-104.0,88.0,88.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-104.0,88.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-104.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-276.0,88.0,88.0,88.0,88.0,48.0,-0.0,-0.0,-0.0,-0.0,56.0,-0.0,-0.0,-0.0,-0.0,56.0,-0.0,-0.0,-0.0,-0.0,64.0,-0.0,-0.0,-0.0,-0.0,64.0,-0.0,-0.0,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,80.0,-0.0,-0.0,-0.0,-0.0,88.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,16.0,-0.0,-0.0,-0.0,-0.0,16.0,-0.0,-0.0,-0.0,-0.0,24.0,-0.0,-0.0,-0.0,-0.0,24.0,-0.0,-0.0,-0.0,-0.0,32.0,-0.0,-0.0,-0.0,-0.0,32.0,-0.0,-0.0,-0.0,-0.0,40.0,-0.0,-0.0,-0.0,-0.0,40.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-272.0,88.0,88.0,88.0,-0.0,48.0,-0.0,-0.0,-0.0,-0.0,56.0,-0.0,-0.0,-0.0,-0.0,56.0,-0.0,-0.0,-0.0,-0.0,64.0,-0.0,-0.0,-0.0,-0.0,64.0,-0.0,-0.0,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,80.0,-0.0,-0.0,-0.0,-0.0,88.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,16.0,-0.0,-0.0,-0.0,-0.0,16.0,-0.0,-0.0,-0.0,-0.0,24.0,-0.0,-0.0,-0.0,-0.0,24.0,-0.0,-0.0,-0.0,-0.0,32.0,-0.0,-0.0,-0.0,-0.0,32.0,-0.0,-0.0,-0.0,-0.0,40.0,-0.0,-0.0,-0.0,-0.0,40.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-268.0,88.0,88.0,-0.0,-0.0,48.0,-0.0,-0.0,-0.0,-0.0,56.0,-0.0,-0.0,-0.0,-0.0,56.0,-0.0,-0.0,-0.0,-0.0,64.0,-0.0,-0.0,-0.0,-0.0,64.0,-0.0,-0.0,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,80.0,-0.0,-0.0,-0.0,-0.0,88.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,16.0,-0.0,-0.0,-0.0,-0.0,16.0,-0.0,-0.0,-0.0,-0.0,24.0,-0.0,-0.0,-0.0,-0.0,24.0,-0.0,-0.0,-0.0,-0.0,32.0,-0.0,-0.0,-0.0,-0.0,32.0,-0.0,-0.0,-0.0,-0.0,40.0,-0.0,-0.0,-0.0,-0.0,40.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-264.0,88.0,-0.0,-0.0,-0.0,48.0,-0.0,-0.0,-0.0,-0.0,56.0,-0.0,-0.0,-0.0,-0.0,56.0,-0.0,-0.0,-0.0,-0.0,64.0,-0.0,-0.0,-0.0,-0.0,64.0,-0.0,-0.0,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,80.0,-0.0,-0.0,-0.0,-0.0,88.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,16.0,-0.0,-0.0,-0.0,-0.0,16.0,-0.0,-0.0,-0.0,-0.0,24.0,-0.0,-0.0,-0.0,-0.0,24.0,-0.0,-0.0,-0.0,-0.0,32.0,-0.0,-0.0,-0.0,-0.0,32.0,-0.0,-0.0,-0.0,-0.0,40.0,-0.0,-0.0,-0.0,-0.0,40.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-260.0,-0.0,-0.0,-0.0,-0.0,48.0,-0.0,-0.0,-0.0,-0.0,56.0,-0.0,-0.0,-0.0,-0.0,56.0,-0.0,-0.0,-0.0,-0.0,64.0,-0.0,-0.0,-0.0,-0.0,64.0,-0.0,-0.0,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,72.0,-0.0,-0.0,-0.0,-0.0,80.0,-0.0,-0.0,-0.0,-0.0,88.0,-0.0,-0.0,-0.0,-0.0,8.0,-0.0,-0.0,-0.0,-0.0,16.0,-0.0,-0.0,-0.0,-0.0,16.0,-0.0,-0.0,-0.0,-0.0,24.0,-0.0,-0.0,-0.0,-0.0,24.0,-0.0,-0.0,-0.0,-0.0,32.0,-0.0,-0.0,-0.0,-0.0,32.0,-0.0,-0.0,-0.0,-0.0,40.0,-0.0,-0.0,-0.0,-0.0,40.0
